,ar,bg,bs,cs,da,de,el,en,es,fi,fr,he,hi,hr,hu,id,it,lv,nl,pl,pt,ro,ru,sl,sr,sv,uk,zh
fr,0.6633266533066132,0.6452905811623246,0.6472945891783567,0.7034068136272545,0.7855711422845691,0.7434869739478958,0.6893787575150301,0.7675350701402806,0.7835671342685371,0.6432865731462926,1.0,0.657314629258517,0.6452905811623246,0.6793587174348698,0.6032064128256514,0.717434869739479,0.7675350701402806,0.6653306613226453,0.717434869739479,0.6733466933867736,0.7394789579158316,0.7314629258517034,0.6833667334669339,0.6793587174348698,0.685370741482966,0.7274549098196392,0.685370741482966,0.7054108216432866
he,0.6132264529058116,0.627254509018036,0.6112224448897795,0.6032064128256514,0.6352705410821643,0.6432865731462926,0.6012024048096193,0.6492985971943888,0.6693386773547094,0.6172344689378757,0.657314629258517,1.0,0.6152304609218436,0.6533066132264529,0.4729458917835671,0.6673346693386774,0.6893787575150301,0.6352705410821643,0.6693386773547094,0.5751503006012024,0.6192384769539078,0.6392785571142284,0.6052104208416834,0.6072144288577155,0.6032064128256514,0.6172344689378757,0.591182364729459,0.6352705410821643
hi,0.5691382765531062,0.5851703406813628,0.5691382765531062,0.6052104208416834,0.6212424849699398,0.6212424849699398,0.5891783567134269,0.6372745490981964,0.6392785571142284,0.6132264529058116,0.6452905811623246,0.6152304609218436,1.0,0.5751503006012024,0.49899799599198397,0.625250501002004,0.6152304609218436,0.6693386773547094,0.6172344689378757,0.5390781563126252,0.6072144288577155,0.593186372745491,0.6312625250501002,0.5791583166332666,0.5731462925851704,0.6332665330661322,0.5470941883767535,0.6212424849699398
hr,0.655310621242485,0.6292585170340681,0.8416833667334669,0.7294589178356713,0.7274549098196392,0.6833667334669339,0.6372745490981964,0.6713426853707415,0.6533066132264529,0.6372745490981964,0.6793587174348698,0.6533066132264529,0.5751503006012024,1.0,0.655310621242485,0.6593186372745491,0.687374749498998,0.6412825651302605,0.7054108216432866,0.7134268537074149,0.655310621242485,0.6713426853707415,0.687374749498998,0.7094188376753507,0.7214428857715431,0.717434869739479,0.6673346693386774,0.6332665330661322
hu,0.6092184368737475,0.5250501002004008,0.6633266533066132,0.7314629258517034,0.6472945891783567,0.6372745490981964,0.5991983967935872,0.5410821643286573,0.5450901803607214,0.5430861723446894,0.6032064128256514,0.4729458917835671,0.49899799599198397,0.655310621242485,1.0,0.5591182364729459,0.5811623246492986,0.5871743486973948,0.6392785571142284,0.6753507014028056,0.6052104208416834,0.6292585170340681,0.6332665330661322,0.6753507014028056,0.6613226452905812,0.6673346693386774,0.6973947895791583,0.49899799599198397
id,0.6673346693386774,0.6332665330661322,0.6412825651302605,0.6613226452905812,0.7114228456913828,0.7074148296593187,0.6312625250501002,0.7695390781563126,0.7535070140280561,0.6212424849699398,0.717434869739479,0.6673346693386774,0.625250501002004,0.6593186372745491,0.5591182364729459,1.0,0.7434869739478958,0.6773547094188377,0.6953907815631263,0.6673346693386774,0.7014028056112225,0.6753507014028056,0.687374749498998,0.6372745490981964,0.6332665330661322,0.6893787575150301,0.6673346693386774,0.7394789579158316
it,0.6513026052104208,0.627254509018036,0.6372745490981964,0.6893787575150301,0.7194388777555111,0.7014028056112225,0.6773547094188377,0.7595190380761523,0.7755511022044088,0.6492985971943888,0.7675350701402806,0.6893787575150301,0.6152304609218436,0.687374749498998,0.5811623246492986,0.7434869739478958,1.0,0.6653306613226453,0.7214428857715431,0.6733466933867736,0.751503006012024,0.6813627254509018,0.6993987975951904,0.6913827655310621,0.6533066132264529,0.7154308617234469,0.655310621242485,0.7254509018036072
lv,0.6192384769539078,0.5891783567134269,0.6372745490981964,0.6753507014028056,0.7034068136272545,0.6753507014028056,0.6092184368737475,0.6613226452905812,0.6633266533066132,0.655310621242485,0.6653306613226453,0.6352705410821643,0.6693386773547094,0.6412825651302605,0.5871743486973948,0.6773547094188377,0.6653306613226453,1.0,0.6633266533066132,0.6412825651302605,0.6633266533066132,0.6533066132264529,0.6893787575150301,0.6793587174348698,0.6332665330661322,0.7014028056112225,0.627254509018036,0.6372745490981964
nl,0.6713426853707415,0.6412825651302605,0.6693386773547094,0.7234468937875751,0.7274549098196392,0.7414829659318637,0.6813627254509018,0.6813627254509018,0.7054108216432866,0.627254509018036,0.717434869739479,0.6693386773547094,0.6172344689378757,0.7054108216432866,0.6392785571142284,0.6953907815631263,0.7214428857715431,0.6633266533066132,1.0,0.6993987975951904,0.6953907815631263,0.7314629258517034,0.6973947895791583,0.6833667334669339,0.6793587174348698,0.7234468937875751,0.6653306613226453,0.6753507014028056
pl,0.6452905811623246,0.6292585170340681,0.685370741482966,0.7214428857715431,0.6953907815631263,0.6793587174348698,0.657314629258517,0.6593186372745491,0.6452905811623246,0.6112224448897795,0.6733466933867736,0.5751503006012024,0.5390781563126252,0.7134268537074149,0.6753507014028056,0.6673346693386774,0.6733466933867736,0.6412825651302605,0.6993987975951904,1.0,0.6653306613226453,0.6833667334669339,0.7114228456913828,0.6993987975951904,0.6933867735470942,0.6773547094188377,0.6993987975951904,0.5971943887775552
pt,0.6673346693386774,0.6332665330661322,0.6432865731462926,0.6793587174348698,0.7194388777555111,0.6813627254509018,0.6292585170340681,0.6893787575150301,0.7675350701402806,0.6412825651302605,0.7394789579158316,0.6192384769539078,0.6072144288577155,0.655310621242485,0.6052104208416834,0.7014028056112225,0.751503006012024,0.6633266533066132,0.6953907815631263,0.6653306613226453,1.0,0.6973947895791583,0.6713426853707415,0.6653306613226453,0.6633266533066132,0.6953907815631263,0.6472945891783567,0.6753507014028056
ro,0.6472945891783567,0.6452905811623246,0.6633266533066132,0.6593186372745491,0.6993987975951904,0.7074148296593187,0.6693386773547094,0.6893787575150301,0.6773547094188377,0.6192384769539078,0.7314629258517034,0.6392785571142284,0.593186372745491,0.6713426853707415,0.6292585170340681,0.6753507014028056,0.6813627254509018,0.6533066132264529,0.7314629258517034,0.6833667334669339,0.6973947895791583,1.0,0.6933867735470942,0.7034068136272545,0.6773547094188377,0.6993987975951904,0.6613226452905812,0.6372745490981964
ru,0.6793587174348698,0.6472945891783567,0.6753507014028056,0.7034068136272545,0.7134268537074149,0.6733466933867736,0.6533066132264529,0.6593186372745491,0.6733466933867736,0.6513026052104208,0.6833667334669339,0.6052104208416834,0.6312625250501002,0.687374749498998,0.6332665330661322,0.687374749498998,0.6993987975951904,0.6893787575150301,0.6973947895791583,0.7114228456913828,0.6713426853707415,0.6933867735470942,1.0,0.6753507014028056,0.685370741482966,0.7274549098196392,0.7234468937875751,0.6392785571142284
sl,0.6513026052104208,0.6072144288577155,0.6893787575150301,0.7234468937875751,0.717434869739479,0.7034068136272545,0.6733466933867736,0.6432865731462926,0.655310621242485,0.6032064128256514,0.6793587174348698,0.6072144288577155,0.5791583166332666,0.7094188376753507,0.6753507014028056,0.6372745490981964,0.6913827655310621,0.6793587174348698,0.6833667334669339,0.6993987975951904,0.6653306613226453,0.7034068136272545,0.6753507014028056,1.0,0.6733466933867736,0.7034068136272545,0.6713426853707415,0.6072144288577155
sr,0.6533066132264529,0.6372745490981964,0.7034068136272545,0.6993987975951904,0.687374749498998,0.655310621242485,0.6292585170340681,0.6372745490981964,0.6653306613226453,0.625250501002004,0.685370741482966,0.6032064128256514,0.5731462925851704,0.7214428857715431,0.6613226452905812,0.6332665330661322,0.6533066132264529,0.6332665330661322,0.6793587174348698,0.6933867735470942,0.6633266533066132,0.6773547094188377,0.685370741482966,0.6733466933867736,1.0,0.6733466933867736,0.6893787575150301,0.6192384769539078
sv,0.6793587174348698,0.625250501002004,0.6773547094188377,0.7474949899799599,0.7715430861723447,0.7054108216432866,0.6533066132264529,0.6913827655310621,0.6953907815631263,0.6633266533066132,0.7274549098196392,0.6172344689378757,0.6332665330661322,0.717434869739479,0.6673346693386774,0.6893787575150301,0.7154308617234469,0.7014028056112225,0.7234468937875751,0.6773547094188377,0.6953907815631263,0.6993987975951904,0.7274549098196392,0.7034068136272545,0.6733466933867736,1.0,0.6953907815631263,0.6513026052104208
uk,0.6492985971943888,0.6192384769539078,0.6733466933867736,0.7394789579158316,0.6813627254509018,0.685370741482966,0.6533066132264529,0.6673346693386774,0.6352705410821643,0.6132264529058116,0.685370741482966,0.591182364729459,0.5470941883767535,0.6673346693386774,0.6973947895791583,0.6673346693386774,0.655310621242485,0.627254509018036,0.6653306613226453,0.6993987975951904,0.6472945891783567,0.6613226452905812,0.7234468937875751,0.6713426853707415,0.6893787575150301,0.6953907815631263,1.0,0.6052104208416834
zh,0.6392785571142284,0.6012024048096193,0.5951903807615231,0.6152304609218436,0.6793587174348698,0.6913827655310621,0.5651302605210421,0.7655310621242485,0.7414829659318637,0.6092184368737475,0.7054108216432866,0.6352705410821643,0.6212424849699398,0.6332665330661322,0.49899799599198397,0.7394789579158316,0.7254509018036072,0.6372745490981964,0.6753507014028056,0.5971943887775552,0.6753507014028056,0.6372745490981964,0.6392785571142284,0.6072144288577155,0.6192384769539078,0.6513026052104208,0.6052104208416834,1.0
